rank_among_missing,simplified,zipf,pinyin,meaning_cedict,in_cedict
2360,郑州,4.43,Zheng4 zhou1,see 鄭州市|郑州市[Zheng4 zhou1 Shi4],yes
2361,高潮,4.43,gao1 chao2,"high tide; high water; upsurge; peak of activity; climax (of a story, a competition etc); to have an orgasm",yes
2362,不良,4.42,bu4 liang2,"bad; harmful; unhealthy; (of a device, connection, material etc) defective; faulty",yes
2363,不许,4.42,bu4 xu3,not to allow; must not; can't,yes
2364,中午,4.42,zhong1 wu3,noon; midday; CL:個|个[ge4],yes
2365,中期,4.42,zhong1 qi1,"middle (of a period of time); medium-term (plan, forecast etc)",yes
2366,产物,4.42,chan3 wu4,product; result (of),yes
2367,伤心,4.42,shang1 xin1,to grieve; to be broken-hearted; to feel deeply hurt,yes
2368,体内,4.42,ti3 nei4,within the body; in vivo (vs in vitro); internal to,yes
2369,供给,4.42,gong1 ji3,to furnish; to provide; supply (as in supply and demand),yes
2370,偶尔,4.42,ou3 er3,occasionally; once in a while; sometimes,yes
2371,剧情,4.42,ju4 qing2,story line; plot; drama (genre),yes
2372,厦门,4.42,Xia4 men2,see 廈門市|厦门市[Xia4 men2 Shi4],yes
2373,各级,4.42,ge4 ji2,all levels,yes
2374,国内外,4.42,guo2 nei4 wai4,domestic and international; at home and abroad,yes
2375,姐妹,4.42,jie3 mei4,"sisters; siblings; sister (school, city etc)",yes
2376,常务,4.42,chang2 wu4,routine; everyday business; daily operation (of a company),yes
2377,开通,4.42,kai1 tong1,to open (a new road or railway line); to set up (a hotline); to launch (a service); to subscribe to (a members-only serv,yes
2378,影像,4.42,ying3 xiang4,image,yes
2379,惊喜,4.42,jing1 xi3,nice surprise; to be pleasantly surprised,yes
2380,投降,4.42,tou2 xiang2,to surrender,yes
2381,报名,4.42,bao4 ming2,to sign up; to enter one's name; to apply; to register; to enroll; to enlist,yes
2382,无聊,4.42,wu2 liao2,bored; boring; senseless,yes
2383,极其,4.42,ji2 qi2,extremely,yes
2384,构造,4.42,gou4 zao4,structure; composition; tectonic (geology); CL:個|个[ge4],yes
2385,欧美,4.42,Ou1 Mei3,Europe and America; the West,yes
2386,死者,4.42,si3 zhe3,the dead; the deceased,yes
2387,清晰,4.42,qing1 xi1,clear; distinct,yes
2388,燃料,4.42,ran2 liao4,fuel,yes
2389,留学,4.42,liu2 xue2,to study abroad,yes
2390,疫苗,4.42,yi4 miao2,vaccine,yes
2391,确立,4.42,que4 li4,to establish; to institute,yes
2392,神奇,4.42,shen2 qi2,magical; mystical; miraculous,yes
2393,符号,4.42,fu2 hao4,symbol; mark; sign,yes
2394,缓慢,4.42,huan3 man4,slow,yes
2395,罢工,4.42,ba4 gong1,a strike; to go on strike,yes
2396,联赛,4.42,lian2 sai4,(sports) league; league tournament,yes
2397,自愿,4.42,zi4 yuan4,voluntary,yes
2398,葡萄牙,4.42,Pu2 tao2 ya2,Portugal,yes
2399,虚拟,4.42,xu1 ni3,to imagine; to make up; fictitious; theoretical; hypothetical; (computing) to emulate; (computing) virtual,yes
2400,补助,4.42,bu3 zhu4,to subsidize; subsidy; allowance,yes
2401,错过,4.42,cuo4 guo4,"to miss (train, opportunity etc)",yes
2402,风景,4.42,feng1 jing3,scenery; landscape,yes
2403,饮料,4.42,yin3 liao4,drink; beverage,yes
2404,魅力,4.42,mei4 li4,charm; fascination; glamor; charisma,yes
2405,不明,4.41,bu4 ming2,not clear; unknown; to fail to understand,yes
2406,不算,4.41,bu4 suan4,to not calculate; to not count; to not be considered (as); to have no weight,yes
2407,专利,4.41,zhuan1 li4,patent; sth uniquely enjoyed (or possessed etc) by a certain group of people; monopoly,yes
2408,东南,4.41,dong1 nan2,southeast,yes
2409,之际,4.41,zhi1 ji4,during; at the time of,yes
2410,价值观,4.41,jia4 zhi2 guan1,value system; personal or cultural values,yes
2411,伊斯兰教,4.41,Yi1 si1 lan2 jiao4,Islam,yes
2412,养殖,4.41,yang3 zhi2,to raise; to breed (animals etc),yes
2413,内蒙古,4.41,Nei4 meng3 gu3,see 內蒙古自治區|内蒙古自治区[Nei4 meng3 gu3 Zi4 zhi4 qu1],yes
2414,击败,4.41,ji1 bai4,to defeat; to beat,yes
2415,制服,4.41,zhi4 fu2,to subdue; to check; to bring under control; (in former times) what one is allowed to wear depending on social status; u,yes
2416,同情,4.41,tong2 qing2,to sympathize with; sympathy,yes
2417,名叫,4.41,ming2 jiao4,called; named,yes
2418,告知,4.41,gao4 zhi1,to inform,yes
2419,哈尔滨,4.41,Ha1 er3 bin1,see 哈爾濱市|哈尔滨市[Ha1 er3 bin1 Shi4],yes
2420,场合,4.41,chang3 he2,situation; occasion; context; setting; location; venue,yes
2421,官方网站,4.41,,,no
2422,封建,4.41,feng1 jian4,system of enfeoffment; feudalism; feudal; feudalistic,yes
2423,小区,4.41,xiao3 qu1,housing estate; community; neighborhood; (telecommunications) cell,yes
2424,就让,4.41,,,no
2425,干什么,4.41,gan4 shen2 me5,what are you doing?; what's he up to?,yes
2426,干预,4.41,gan1 yu4,to meddle; to intervene; intervention,yes
2427,忽略,4.41,hu1 lu:e4,to neglect; to overlook; to ignore,yes
2428,截图,4.41,jie2 tu2,(computing) screenshot; to take a screenshot,yes
2429,所得,4.41,suo3 de2,what one acquires; one's gains,yes
2430,收藏,4.41,shou1 cang2,"to collect (works of art, dolls, antiques etc); to put away for safekeeping; (Internet) to bookmark; a collection",yes
2431,放松,4.41,fang4 song1,to relax; to slacken; to loosen,yes
2432,无辜,4.41,wu2 gu1,innocent; innocence; not guilty (law),yes
2433,月底,4.41,yue4 di3,end of the month,yes
2434,服务器,4.41,fu2 wu4 qi4,server (computer); CL:臺|台[tai2],yes
2435,本次,4.41,,,no
2436,永久,4.41,yong3 jiu3,everlasting; perpetual; lasting; forever; permanent,yes
2437,没关系,4.41,mei2 guan1 xi5,it doesn't matter,yes
2438,沿海,4.41,yan2 hai3,coastal,yes
2439,流传,4.41,liu2 chuan2,to spread; to circulate; to hand down,yes
2440,济南,4.41,Ji3 nan2,see 濟南市|济南市[Ji3 nan2 Shi4],yes
2441,海南,4.41,Hai3 nan2,see 海南省[Hai3 nan2 Sheng3]; see 海南島|海南岛[Hai3 nan2 Dao3]; see 海南區|海南区[Hai3 nan2 Qu1]; see 海南藏族自治州[Hai3 nan2 Zang4 zu2 Zi4 ,yes
2442,淘汰,4.41,tao2 tai4,to wash out; (fig.) to cull; to weed out; to eliminate; to die out; to phase out,yes
2443,添加,4.41,tian1 jia1,to add; to increase,yes
2444,潜力,4.41,qian2 li4,potential; latent capacity,yes
2445,激发,4.41,ji1 fa1,to arouse; to stimulate; (physics) to excite,yes
2446,瑞士,4.41,Rui4 shi4,Switzerland,yes
2447,由此,4.41,you2 ci3,hereby; from this,yes
2448,百年,4.41,bai3 nian2,hundred years; century; lifetime,yes
2449,皇后,4.41,huang2 hou4,empress; imperial consort,yes
2450,相当于,4.41,xiang1 dang1 yu2,equivalent to,yes
2451,真理,4.41,zhen1 li3,truth; CL:個|个[ge4],yes
2452,硕士,4.41,shuo4 shi4,master's degree; person who has a master's degree; learned person,yes
2453,科研,4.41,ke1 yan2,(scientific) research,yes
2454,终止,4.41,zhong1 zhi3,to stop; to terminate,yes
2455,美洲,4.41,Mei3 zhou1,"America (including North, Central and South America); the Americas; abbr. for 亞美利加洲|亚美利加洲[Ya4 mei3 li4 jia1 Zhou1]",yes
2456,花费,4.41,hua1 fei4,expense; cost; to spend (time or money); expenditure,yes
2457,解放军,4.41,Jie3 fang4 jun1,People's Liberation Army (PRC armed forces),yes
2458,赔偿,4.41,pei2 chang2,to compensate,yes
2459,辛苦,4.41,xin1 ku3,exhausting; hard; tough; arduous; to work hard; to go to a lot of trouble; hardship(s),yes
2460,钢铁,4.41,gang1 tie3,steel,yes
2461,防御,4.41,fang2 yu4,defense; to defend,yes
2462,集合,4.41,ji2 he2,to gather; to assemble; (math.) set,yes
2463,面包,4.41,mian4 bao1,"bread; CL:片[pian4],塊|块[kuai4]",yes
2464,予以,4.40,yu3 yi3,to give; to impose; to apply,yes
2465,二人,4.40,,,no
2466,仪器,4.40,yi2 qi4,instrument; apparatus; CL:臺|台[tai2],yes
2467,侵略,4.40,qin1 lu:e4,to invade; invasion,yes
2468,修复,4.40,xiu1 fu4,to restore; to renovate; (computing) to repair (a corrupted file etc),yes
2469,别说,4.40,bie2 shuo1,to say nothing of; not to mention; let alone,yes
2470,力度,4.40,li4 du4,strength; vigor; efforts; (music) dynamics,yes
2471,占据,4.40,zhan4 ju4,to occupy; to hold,yes
2472,印刷,4.40,yin4 shua1,to print; printing,yes
2473,古典,4.40,gu3 dian3,classical,yes
2474,合格,4.40,he2 ge2,to meet the standard required; qualified; eligible (voter etc),yes
2475,圣经,4.40,Sheng4 jing1,"the Confucian classics; (Christianity, Judaism) the holy scriptures; CL:本[ben3],部[bu4]",yes
2476,多人,4.40,,,no
2477,大脑,4.40,da4 nao3,brain; cerebrum,yes
2478,子弹,4.40,zi3 dan4,"bullet; CL:粒[li4],顆|颗[ke1],發|发[fa1]",yes
2479,安静,4.40,an1 jing4,quiet; peaceful; calm,yes
2480,家乡,4.40,jia1 xiang1,hometown; native place; CL:個|个[ge4],yes
2481,导师,4.40,dao3 shi1,tutor; teacher; academic advisor,yes
2482,尴尬,4.40,gan1 ga4,awkward; embarrassed,yes
2483,尽力,4.40,jin4 li4,to strive one's hardest; to spare no effort,yes
2484,层次,4.40,ceng2 ci4,layer; level; gradation; arrangement of ideas; (a person's) standing,yes
2485,巩固,4.40,gong3 gu4,to consolidate; to strengthen; firm; solid; stable,yes
2486,常委,4.40,chang2 wei3,standing committee (abbr. for 常務委員會|常务委员会[chang2 wu4 wei3 yuan2 hui4]); member of the standing committee (abbr. for 常務委員,yes
2487,引擎,4.40,yin3 qing2,engine (loanword); CL:臺|台[tai2],yes
2488,强度,4.40,qiang2 du4,strength; intensity; CL:個|个[ge4],yes
2489,战胜,4.40,zhan4 sheng4,to prevail over; to defeat; to surmount,yes
2490,手指,4.40,shou3 zhi3,"finger; CL:個|个[ge4],隻|只[zhi1]",yes
2491,抱怨,4.40,bao4 yuan4,to complain; to grumble; to harbor a complaint; to feel dissatisfied,yes
2492,接收,4.40,jie1 shou1,reception (of transmitted signal); to receive; to accept; to admit; to take over (e.g. a factory); to expropriate,yes
2493,描写,4.40,miao2 xie3,to describe; to depict; to portray; depiction; portrayal,yes
2494,擅长,4.40,shan4 chang2,to be good at; to be expert in,yes
2495,教育部,4.40,Jiao4 yu4 bu4,Ministry of Education,yes
2496,春天,4.40,chun1 tian1,spring (season); CL:個|个[ge4],yes
2497,显著,4.40,xian3 zhu4,outstanding; notable; remarkable; statistically significant,yes
2498,有意,4.40,you3 yi4,to intend; intentionally; interested in,yes
2499,服从,4.40,fu2 cong2,to obey (an order); to comply; to defer,yes
2500,本土,4.40,ben3 tu3,one's native country; native; local; metropolitan territory,yes
2501,殖民,4.40,zhi2 min2,colony; colonial,yes
2502,气象,4.40,qi4 xiang4,meteorological condition; weather; meteorology; atmosphere; ambience; scene,yes
2503,甘肃,4.40,Gan1 su4,see 甘肅省|甘肃省[Gan1 su4 Sheng3],yes
2504,生效,4.40,sheng1 xiao4,"(of a law, contract, agreement, ban etc) to come into force; to go into effect; to become operative",yes
2505,电池,4.40,dian4 chi2,"battery; electric cell; CL:節|节[jie2],組|组[zu3]",yes
2506,男友,4.40,nan2 you3,boyfriend,yes
2507,监视,4.40,jian1 shi4,to monitor; to keep a close watch over; surveillance,yes
2508,直至,4.40,zhi2 zhi4,lasting until; up till (the present),yes
2509,称号,4.40,cheng1 hao4,name; term of address; title,yes
2510,编号,4.40,bian1 hao4,to number; numbering; serial number,yes
2511,网易,4.40,Wang3 yi4,NetEase,yes
2512,罕见,4.40,han3 jian4,rare; rarely seen,yes
2513,般的,4.40,,,no
2514,蔬菜,4.40,shu1 cai4,vegetables,yes
2515,街上,4.40,jie1 shang5,on the street; in town,yes
2516,车上,4.40,,,no
2517,辩论,4.40,bian4 lun4,"debate; argument; to argue over; CL:場|场[chang3],次[ci4]",yes
2518,遇见,4.40,yu4 jian4,to meet,yes
2519,配备,4.40,pei4 bei4,to allocate; to provide; to outfit with,yes
2520,酒吧,4.40,jiu3 ba1,bar (place to buy drinks); CL:家[jia1],yes
2521,阿根廷,4.40,A1 gen1 ting2,Argentina,yes
2522,院校,4.40,yuan4 xiao4,college; academy; educational institution,yes
2523,震惊,4.40,zhen4 jing1,to shock; to astonish,yes
2524,颁发,4.40,ban1 fa1,to issue; to promulgate; to award,yes
2525,预定,4.40,yu4 ding4,to schedule in advance,yes
2526,频繁,4.40,pin2 fan2,frequently; often,yes
2527,高清,4.40,gao1 qing1,high definition (television etc); high fidelity (audio),yes
2528,一声,4.39,yi1 sheng1,"first tone in Mandarin (high, level tone)",yes
2529,一遍,4.39,yi1 bian4,one time (all the way through); once through,yes
2530,上次,4.39,shang4 ci4,last time,yes
2531,不愿,4.39,bu4 yuan4,unwilling,yes
2532,从不,4.39,cong2 bu4,never,yes
2533,仓库,4.39,cang1 ku4,depot; storehouse; warehouse,yes
2534,任意,4.39,ren4 yi4,any; arbitrary; at will; at random,yes
2535,六个,4.39,,,no
2536,剧本,4.39,ju4 ben3,script; screenplay; scenario; libretto,yes
2537,功夫,4.39,gong1 fu5,skill; art; kung fu; labor; effort,yes
2538,反击,4.39,fan3 ji1,to strike back; to beat back; to counterattack,yes
2539,发育,4.39,fa1 yu4,to develop; to mature; growth; development; (sexually) mature,yes
2540,姿势,4.39,zi1 shi4,posture; position,yes
2541,学历,4.39,xue2 li4,educational background; academic qualifications,yes
2542,官网,4.39,guan1 wang3,official website (abbr. for 官方網站|官方网站[guan1 fang1 wang3 zhan4]),yes
2543,家伙,4.39,jia1 huo5,variant of 家伙[jia1 huo5],yes
2544,开枪,4.39,kai1 qiang1,to open fire; to shoot a gun,yes
2545,开玩笑,4.39,kai1 wan2 xiao4,to play a joke; to make fun of; to joke,yes
2546,总书记,4.39,zong3 shu1 ji5,general secretary (of the Communist Party),yes
2547,总人口,4.39,zong3 ren2 kou3,total population,yes
2548,恶化,4.39,e4 hua4,to worsen,yes
2549,截止,4.39,jie2 zhi3,to end; to close; (electricity) cut-off,yes
2550,手上,4.39,,,no
2551,教材,4.39,jiao4 cai2,teaching material; CL:本[ben3],yes
2552,数据库,4.39,shu4 ju4 ku4,(computing) database,yes
2553,新兴,4.39,Xin1 xing1,see 新興縣|新兴县[Xin1 xing1 Xian4]; see 新興區|新兴区[Xin1 xing1 Qu1],yes
2554,新浪,4.39,Xin1 lang4,"Sina, Chinese web portal and online media company",yes
2555,无论如何,4.39,wu2 lun4 ru2 he2,(idiom) whatever the case; in any event; no matter what; by all possible means,yes
2556,杰出,4.39,jie2 chu1,outstanding; distinguished; remarkable; prominent; illustrious,yes
2557,树立,4.39,shu4 li4,to set up; to establish,yes
2558,格式,4.39,ge2 shi4,form; specification; format,yes
2559,沈阳,4.39,Shen3 yang2,see 瀋陽市|沈阳市[Shen3 yang2 Shi4],yes
2560,沙漠,4.39,sha1 mo4,desert; CL:個|个[ge4],yes
2561,激励,4.39,ji1 li4,to encourage; to urge; motivation; incentive,yes
2562,热带,4.39,re4 dai4,the tropics; tropical,yes
2563,热门,4.39,re4 men2,popular; hot; in vogue,yes
2564,独自,4.39,du2 zi4,alone,yes
2565,甚么,4.39,,,no
2566,癌症,4.39,ai2 zheng4,cancer,yes
2567,破产,4.39,po4 chan3,to go bankrupt; to become impoverished; bankruptcy,yes
2568,神圣,4.39,shen2 sheng4,divine; hallow; holy; sacred,yes
2569,称之为,4.39,cheng1 zhi1 wei2,to call it...; known as...,yes
2570,第二天,4.39,di4 er4 tian1,next day; the morrow,yes
2571,签证,4.39,qian1 zheng4,visa; to issue a visa,yes
2572,紧密,4.39,jin3 mi4,inseparably close,yes
2573,级别,4.39,ji2 bie2,(military) rank; level; grade,yes
2574,纯粹,4.39,chun2 cui4,pure; unadulterated; purely; completely,yes
2575,缺少,4.39,que1 shao3,lack; shortage of; shortfall; to be short (of); to lack,yes
2576,网民,4.39,wang3 min2,netizen; Internet user; online community member,yes
2577,罪行,4.39,zui4 xing2,crime; offense,yes
2578,考验,4.39,kao3 yan4,to test; to put to the test; trial; ordeal,yes
2579,节奏,4.39,jie2 zou4,rhythm; tempo; musical pulse; cadence; beat,yes
2580,董事会,4.39,dong3 shi4 hui4,board of directors,yes
2581,谎言,4.39,huang3 yan2,lie,yes
2582,赌场,4.39,du3 chang3,casino,yes
2583,赞成,4.39,zan4 cheng2,to approve; to endorse; (literary) to assist,yes
2584,辩护,4.39,bian4 hu4,to speak in defense of; to argue in favor of; to defend; to plead,yes
2585,这家,4.39,,,no
2586,违背,4.39,wei2 bei4,to go against; to be contrary to; to violate,yes
2587,造型,4.39,zao4 xing2,to model; to shape; appearance; style; design; form; pose,yes
2588,阶层,4.39,jie1 ceng2,social class,yes
2589,一段时间,4.38,,,no
2590,不仅仅,4.38,bu4 jin3 jin3,not only; not just,yes
2591,不在乎,4.38,bu4 zai4 hu5,not to care,yes
2592,主演,4.38,zhu3 yan3,to play the leading role; to star; lead actor,yes
2593,人大代表,4.38,,,no
2594,以此,4.38,yi3 ci3,with this; thereby; thus; because of this,yes
2595,使命,4.38,shi3 ming4,mission; long-term task to which one devotes oneself; a calling,yes
2596,保卫,4.38,bao3 wei4,to defend; to safeguard,yes
2597,假装,4.38,jia3 zhuang1,to feign; to pretend,yes
2598,党委,4.38,dang3 wei3,Party committee,yes
2599,军官,4.38,jun1 guan1,officer (military),yes
2600,前者,4.38,qian2 zhe3,the former (i.e. the one mentioned first),yes
2601,原创,4.38,yuan2 chuang4,to create (an original work); (of a work) original; original creation; original work,yes
2602,发送,4.38,fa1 song4,to transmit; to dispatch; to issue (an official document or credential),yes
2603,同一个,4.38,,,no
2604,同胞,4.38,tong2 bao1,born of the same parents; sibling; fellow citizen; compatriot,yes
2605,土壤,4.38,tu3 rang3,soil,yes
2606,城乡,4.38,cheng2 xiang1,city and countryside,yes
2607,大厦,4.38,da4 sha4,(used in the names of grand buildings such as 百老匯大廈|百老汇大厦 Broadway Mansions (in Shanghai) or 帝國大廈|帝国大厦 Empire State Buil,yes
2608,头脑,4.38,tou2 nao3,brains; mind; skull; (fig.) gist (of a matter); leader; boss,yes
2609,审核,4.38,shen3 he2,to audit; to investigate thoroughly,yes
2610,恋爱,4.38,lian4 ai4,"(romantic) love; CL:個|个[ge4],場|场[chang3]; in love; to have an affair",yes
2611,慈善,4.38,ci2 shan4,benevolent; charitable,yes
2612,我能,4.38,,,no
2613,报复,4.38,bao4 fu4,to make reprisals; to retaliate; revenge; retaliation,yes
2614,招聘,4.38,zhao1 pin4,to invite applications for a job; to recruit,yes
2615,救援,4.38,jiu4 yuan2,to save; to support; to help; to assist,yes
2616,新生,4.38,xin1 sheng1,new; newborn; emerging; nascent; rebirth; regeneration; new life; new student,yes
2617,无效,4.38,wu2 xiao4,not valid; ineffective; in vain,yes
